accident_id,timestamp,lat,lng,nearest_cluster,road_type,speed_limit,lane_count,traffic_density,weather,time_of_day,hour,day_of_week,is_weekend,month,nearby_defect_count_500m,defect_severity_index,risk_score,accident_severity_code,is_high_risk
ACC-PRG-29112,2025-02-04T04:38:00,25.511503,81.94202,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Clear,Early Hours,4,1,0,2,4,10.0,0.4362,0,0
ACC-PRG-29113,2026-05-04T16:00:00,25.532013,81.882965,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Evening Rush,16,0,0,5,1,3.5,0.3165,1,0
ACC-PRG-29114,2025-07-13T14:31:00,25.441746,81.865023,Georgetown,Dense Urban Street,35,2,High,Monsoon Overcast,Afternoon Off-Peak,14,6,1,7,13,10.0,0.2565,0,0
ACC-PRG-29115,2025-10-29T19:51:00,25.439583,81.841099,Rambagh Railway Station Area,Local Residential,30,2,Moderate,Clear,Evening Rush,19,2,0,10,25,10.0,0.3433,0,0
ACC-PRG-29116,2025-02-23T17:34:00,25.442303,81.834225,Civil Lines,Dense Urban Street,40,1,Moderate,Clear,Evening Rush,17,6,1,2,25,10.0,0.2759,1,0
ACC-PRG-29117,2026-01-23T12:09:00,25.508948,81.845699,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Congested,Clear,Afternoon Off-Peak,12,4,0,1,4,8.75,0.2608,0,0
ACC-PRG-29118,2026-07-08T06:28:00,25.422777,81.773773,Jhalwa / IIIT-A Corridor,Major Arterial,45,4,Moderate,Rain,Morning Rush,6,2,0,7,9,10.0,0.3692,0,0
ACC-PRG-29119,2025-07-15T14:24:00,25.419885,81.813808,Kareli Urban Zone,Dense Urban Street,30,1,Moderate,Monsoon Overcast,Afternoon Off-Peak,14,1,0,7,6,10.0,0.3106,0,0
ACC-PRG-29120,2026-06-08T00:02:00,25.405407,81.838224,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Clear,Early Hours,0,0,0,6,0,0.0,0.1899,0,0
ACC-PRG-29121,2025-05-30T04:52:00,25.426178,81.887092,Sangam / Daraganj,Dense Urban Street,30,2,High,Clear,Early Hours,4,4,0,5,9,10.0,0.3029,0,0
ACC-PRG-29122,2026-01-04T23:07:00,25.471555,81.851162,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Clear,Late Night,23,6,1,1,2,5.0,0.263,1,0
ACC-PRG-29123,2026-05-05T17:16:00,25.416234,81.864672,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Clear,Evening Rush,17,1,0,5,5,10.0,0.3488,1,0
ACC-PRG-29124,2025-08-09T05:46:00,25.452981,81.820457,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Moderate,Clear,Early Hours,5,5,1,8,13,10.0,0.2604,0,0
ACC-PRG-29125,2025-09-16T08:16:00,25.438912,81.856844,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Rain,Morning Rush,8,1,0,9,18,10.0,0.2901,0,0
ACC-PRG-29126,2025-12-07T01:19:00,25.436671,81.887435,Shastri Bridge (Ganga),Bridge / Flyover,50,4,High,Dense Fog / Smog,Early Hours,1,6,1,12,24,10.0,0.3505,0,0
ACC-PRG-29127,2026-02-23T09:19:00,25.506752,81.919215,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,High,Clear,Morning Rush,9,0,0,2,3,3.75,0.2822,0,0
ACC-PRG-29128,2025-12-04T16:20:00,25.437664,81.845927,Rambagh Railway Station Area,Local Residential,30,2,Congested,Clear,Evening Rush,16,3,0,12,20,10.0,0.3236,0,0
ACC-PRG-29129,2026-07-24T15:45:00,25.44077,81.883844,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Moderate,Clear,Afternoon Off-Peak,15,4,0,7,18,10.0,0.3786,0,0
ACC-PRG-29130,2026-05-10T18:26:00,25.459767,81.864005,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Dust Storm,Evening Rush,18,6,1,5,7,10.0,0.2828,0,0
ACC-PRG-29131,2025-07-23T16:16:00,25.379158,81.869804,Naini Industrial Area,Major Arterial,50,2,High,Rain,Evening Rush,16,2,0,7,10,10.0,0.4386,1,0
ACC-PRG-29132,2025-05-17T19:42:00,25.390234,81.825649,Civil Lines,National Highway,80,4,Moderate,Clear,Evening Rush,19,5,1,5,0,0.0,0.2148,0,0
ACC-PRG-29133,2026-05-04T04:01:00,25.516561,81.859703,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Moderate,Dust Storm,Early Hours,4,0,0,5,8,10.0,0.3812,0,0
ACC-PRG-29134,2026-01-10T20:09:00,25.420643,81.740156,Civil Lines,Suburban Arterial,60,4,Congested,Clear,Evening Rush,20,5,1,1,0,0.0,0.1329,0,0
ACC-PRG-29135,2025-02-18T13:42:00,25.395526,81.874102,Naini Old Bridge (Yamuna),Bridge / Flyover,30,4,Moderate,Clear,Afternoon Off-Peak,13,1,0,2,1,3.5,0.1692,0,0
ACC-PRG-29136,2026-02-10T01:58:00,25.454743,81.750459,GT Road / Bamrauli Corridor,National Highway,65,6,High,Monsoon Overcast,Early Hours,1,1,0,2,2,3.5,0.384,0,0
ACC-PRG-29137,2025-05-17T04:47:00,25.447787,81.855755,Georgetown,Dense Urban Street,35,2,High,Dust Storm,Early Hours,4,5,1,5,21,10.0,0.2918,0,0
ACC-PRG-29138,2026-07-24T08:07:00,25.402263,81.855259,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Rain,Morning Rush,8,4,0,7,5,10.0,0.3999,0,0
ACC-PRG-29139,2025-09-20T00:07:00,25.440114,81.858859,Georgetown,Local Residential,35,2,Moderate,Rain,Early Hours,0,5,1,9,18,10.0,0.3215,0,0
ACC-PRG-29140,2025-03-12T00:14:00,25.520551,81.876292,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Clear,Early Hours,0,2,0,3,9,10.0,0.3902,1,0
ACC-PRG-29141,2025-06-21T06:59:00,25.466274,81.854277,Katra / Allahabad Univ,Dense Urban Street,30,2,Moderate,Clear,Morning Rush,6,5,1,6,14,10.0,0.2864,1,0
ACC-PRG-29142,2025-08-02T02:14:00,25.479633,81.761862,NH-19 Bypass (Varanasi-Kanpur),State Highway,60,2,Low,Rain,Early Hours,2,5,1,8,0,0.0,0.2049,0,0
ACC-PRG-29143,2026-04-24T04:36:00,25.441846,81.837841,MG Marg Corridor,Major Arterial,45,4,High,Rain,Early Hours,4,4,0,4,31,10.0,0.359,0,0
ACC-PRG-29144,2026-06-03T12:35:00,25.541261,81.868048,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Monsoon Overcast,Afternoon Off-Peak,12,2,0,6,3,10.0,0.4392,0,0
ACC-PRG-29145,2025-10-02T16:12:00,25.456919,81.838264,MG Marg Corridor,Major Arterial,45,2,Low,Clear,Evening Rush,16,3,0,10,27,10.0,0.2854,0,0
ACC-PRG-29146,2025-12-14T19:33:00,25.417818,81.873903,Sangam / Daraganj,Dense Urban Street,30,1,Moderate,Dense Fog / Smog,Evening Rush,19,6,1,12,6,10.0,0.4395,1,0
ACC-PRG-29147,2025-06-03T06:55:00,25.382663,81.859404,Jhalwa / IIIT-A Corridor,National Highway,80,6,Moderate,Dust Storm,Morning Rush,6,1,0,6,7,10.0,0.3614,1,0
ACC-PRG-29148,2025-11-20T03:36:00,25.431175,81.777675,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,High,Clear,Early Hours,3,3,0,11,8,10.0,0.2102,0,0
ACC-PRG-29149,2025-01-03T13:31:00,25.462601,81.864405,Katra / Allahabad Univ,Local Residential,30,1,Moderate,Clear,Afternoon Off-Peak,13,4,0,1,9,10.0,0.3062,0,0
ACC-PRG-29150,2025-02-22T09:07:00,25.416476,81.82546,Kareli Urban Zone,Dense Urban Street,30,1,Low,Clear,Morning Rush,9,5,1,2,13,10.0,0.3402,0,0
ACC-PRG-29151,2026-05-30T03:11:00,25.45541,81.843896,Civil Lines,Local Residential,40,2,Low,Clear,Early Hours,3,5,1,5,32,10.0,0.2401,0,0
ACC-PRG-29152,2025-09-08T09:18:00,25.45176,81.833649,MG Marg Corridor,Suburban Arterial,45,2,Low,Clear,Morning Rush,9,0,0,9,41,10.0,0.2785,0,0
ACC-PRG-29153,2025-02-03T16:02:00,25.391584,81.725065,Georgetown,National Highway,70,6,High,Clear,Evening Rush,16,0,0,2,0,0.0,0.2124,0,0
ACC-PRG-29154,2025-08-28T07:03:00,25.433326,81.784368,Jhalwa / IIIT-A Corridor,State Highway,45,4,Low,Rain,Morning Rush,7,3,0,8,3,8.25,0.2676,0,0
ACC-PRG-29155,2025-08-25T13:46:00,25.431836,81.853181,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Monsoon Overcast,Afternoon Off-Peak,13,0,0,8,7,10.0,0.3836,0,0
ACC-PRG-29156,2026-01-16T00:11:00,25.447128,81.900951,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Low,Clear,Early Hours,0,4,0,1,2,1.75,0.2223,0,0
ACC-PRG-29157,2026-07-17T06:57:00,25.458423,81.854625,Katra / Allahabad Univ,Local Residential,30,1,Moderate,Clear,Morning Rush,6,4,0,7,13,10.0,0.2517,1,0
ACC-PRG-29158,2026-06-23T13:27:00,25.454231,81.858462,Georgetown,Local Residential,35,2,High,Clear,Afternoon Off-Peak,13,1,0,6,17,10.0,0.1689,0,0
ACC-PRG-29159,2026-03-19T13:20:00,25.445569,81.728951,GT Road / Bamrauli Corridor,National Highway,65,4,Moderate,Clear,Afternoon Off-Peak,13,3,0,3,5,10.0,0.3289,1,0
ACC-PRG-29160,2025-04-13T05:07:00,25.451708,81.823419,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,High,Clear,Early Hours,5,6,1,4,21,10.0,0.2705,0,0
ACC-PRG-29161,2025-08-19T10:28:00,25.383077,81.865985,Naini Industrial Area,Suburban Arterial,50,2,Moderate,Clear,Afternoon Off-Peak,10,1,0,8,10,10.0,0.3367,1,0
ACC-PRG-29162,2025-02-09T02:53:00,25.433651,81.785789,Jhalwa / IIIT-A Corridor,Major Arterial,45,2,Moderate,Rain,Early Hours,2,6,1,2,3,8.25,0.3535,1,0
ACC-PRG-29163,2025-01-14T07:07:00,25.410081,81.775047,GT Road / Bamrauli Corridor,Major Arterial,60,4,Low,Clear,Morning Rush,7,1,0,1,1,1.5,0.2183,0,0
ACC-PRG-29164,2026-06-26T04:01:00,25.445107,81.820879,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Congested,Dust Storm,Early Hours,4,4,0,6,16,10.0,0.336,1,0
ACC-PRG-29165,2025-03-20T04:33:00,25.438748,81.844467,Rambagh Railway Station Area,Local Residential,30,2,Moderate,Clear,Early Hours,4,3,0,3,23,10.0,0.3961,0,0
ACC-PRG-29166,2026-03-21T08:43:00,25.421586,81.869007,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,High,Clear,Morning Rush,8,5,1,3,5,10.0,0.4083,0,0
ACC-PRG-29167,2025-07-11T02:30:00,25.505525,81.930263,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Low,Rain,Early Hours,2,4,0,7,9,10.0,0.4251,0,0
ACC-PRG-29168,2025-12-10T15:23:00,25.438367,81.841165,Rambagh Railway Station Area,Dense Urban Street,30,2,Congested,Monsoon Overcast,Afternoon Off-Peak,15,2,0,12,21,10.0,0.3037,0,0
ACC-PRG-29169,2026-02-11T12:56:00,25.420517,81.857332,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Low,Clear,Afternoon Off-Peak,12,2,0,2,18,10.0,0.3141,0,0
ACC-PRG-29170,2026-05-08T21:10:00,25.524582,81.871025,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Late Night,21,4,0,5,12,10.0,0.3783,0,0
ACC-PRG-29171,2025-12-10T07:34:00,25.534741,81.852067,Phaphamau NH-19 Junction,National Highway,70,4,Low,Clear,Morning Rush,7,2,0,12,2,10.0,0.3883,1,0
ACC-PRG-29172,2025-10-21T04:39:00,25.453419,81.735278,GT Road / Bamrauli Corridor,National Highway,65,4,Low,Rain,Early Hours,4,1,0,10,10,10.0,0.4108,1,0
ACC-PRG-29173,2025-08-22T23:20:00,25.513254,81.936412,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Low,Rain,Late Night,23,4,0,8,9,10.0,0.3905,0,0
ACC-PRG-29174,2026-04-26T23:59:00,25.432398,81.766796,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,High,Monsoon Overcast,Late Night,23,6,1,4,10,10.0,0.3772,0,0
ACC-PRG-29175,2025-01-22T17:28:00,25.426625,81.865117,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Dense Fog / Smog,Evening Rush,17,2,0,1,1,2.25,0.2942,0,0
ACC-PRG-29176,2025-08-05T02:29:00,25.311169,81.727145,GT Road / Bamrauli Corridor,National Highway,70,6,Low,Monsoon Overcast,Early Hours,2,1,0,8,0,0.0,0.2407,0,0
ACC-PRG-29177,2025-02-05T21:39:00,25.457002,81.731413,NH-19 Bypass (Varanasi-Kanpur),Local Residential,40,2,Moderate,Clear,Late Night,21,2,0,2,11,10.0,0.2897,0,0
ACC-PRG-29178,2025-04-25T11:54:00,25.446204,81.879131,Shastri Bridge (Ganga),Bridge / Flyover,50,4,High,Clear,Afternoon Off-Peak,11,4,0,4,6,10.0,0.3447,0,0
ACC-PRG-29179,2025-02-01T11:38:00,25.427187,81.98799,Georgetown,Local Residential,40,1,High,Clear,Afternoon Off-Peak,11,5,1,2,0,0.0,0.1256,0,0
ACC-PRG-29180,2025-01-28T07:21:00,25.448597,81.827108,Civil Lines,Dense Urban Street,40,2,Low,Clear,Morning Rush,7,1,0,1,32,10.0,0.2774,0,0
ACC-PRG-29181,2025-04-21T18:48:00,25.457271,81.839536,Civil Lines,Dense Urban Street,40,1,Moderate,Clear,Evening Rush,18,0,0,4,24,10.0,0.2936,0,0
ACC-PRG-29182,2025-11-19T11:24:00,25.459213,81.844742,Civil Lines,Local Residential,40,2,High,Clear,Afternoon Off-Peak,11,2,0,11,26,10.0,0.166,0,0
ACC-PRG-29183,2026-04-09T05:55:00,25.430607,81.840026,Prayagraj Junction (Civil Lines side),Local Residential,25,1,High,Clear,Early Hours,5,3,0,4,9,10.0,0.233,0,0
ACC-PRG-29184,2025-05-12T20:46:00,25.437396,81.856987,Georgetown,Dense Urban Street,35,2,Moderate,Clear,Evening Rush,20,0,0,5,16,10.0,0.2028,0,0
ACC-PRG-29185,2026-02-25T01:23:00,25.522329,81.858363,Phaphamau NH-19 Junction,National Highway,70,6,Moderate,Clear,Early Hours,1,2,0,2,14,10.0,0.3517,0,0
ACC-PRG-29186,2025-01-18T20:20:00,25.446959,81.856595,Georgetown,Dense Urban Street,35,1,Low,Dense Fog / Smog,Evening Rush,20,5,1,1,22,10.0,0.3442,0,0
ACC-PRG-29187,2026-04-21T19:21:00,25.429806,81.77731,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,High,Clear,Evening Rush,19,1,0,4,9,10.0,0.3723,0,0
ACC-PRG-29188,2025-05-10T17:40:00,25.42647,81.782774,Jhalwa / IIIT-A Corridor,State Highway,45,2,High,Clear,Evening Rush,17,5,1,5,5,10.0,0.3433,1,0
ACC-PRG-29189,2025-09-04T12:57:00,25.430876,81.839172,Rambagh Railway Station Area,Dense Urban Street,30,1,Low,Rain,Afternoon Off-Peak,12,3,0,9,6,10.0,0.3199,0,0
ACC-PRG-29190,2025-09-03T10:54:00,25.428112,81.85149,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Low,Rain,Afternoon Off-Peak,10,2,0,9,13,10.0,0.3053,0,0
ACC-PRG-29191,2025-04-13T06:56:00,25.443398,81.845136,Georgetown,Dense Urban Street,35,2,High,Dust Storm,Morning Rush,6,6,1,4,22,10.0,0.2844,0,0
ACC-PRG-29192,2025-03-02T03:18:00,25.453175,81.717392,Civil Lines,Local Residential,30,2,Moderate,Clear,Early Hours,3,6,1,3,0,0.0,0.1755,0,0
ACC-PRG-29193,2025-10-09T07:29:00,25.529859,81.856745,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Morning Rush,7,3,0,10,7,10.0,0.3647,1,0
ACC-PRG-29194,2026-07-24T13:59:00,25.512535,81.856165,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Moderate,Rain,Afternoon Off-Peak,13,4,0,7,10,10.0,0.3832,0,0
ACC-PRG-29195,2026-02-08T06:22:00,25.417941,81.871931,Sangam / Daraganj,Dense Urban Street,30,1,High,Clear,Morning Rush,6,6,1,2,4,10.0,0.2895,0,0
ACC-PRG-29196,2025-04-10T20:09:00,25.438347,81.859485,Katra / Allahabad Univ,Dense Urban Street,30,1,High,Clear,Evening Rush,20,3,0,4,16,10.0,0.2387,0,0
ACC-PRG-29197,2025-04-10T22:18:00,25.449808,81.863192,Georgetown,Dense Urban Street,35,1,Moderate,Monsoon Overcast,Late Night,22,3,0,4,17,10.0,0.2713,1,0
ACC-PRG-29198,2025-03-23T19:05:00,25.392004,81.870202,Naini Industrial Area,State Highway,50,4,Low,Clear,Evening Rush,19,6,1,3,6,10.0,0.3407,1,0
ACC-PRG-29199,2025-03-04T13:16:00,25.457048,81.862681,Katra / Allahabad Univ,Local Residential,30,2,Low,Clear,Afternoon Off-Peak,13,1,0,3,12,10.0,0.2403,0,0
ACC-PRG-29200,2025-03-05T22:11:00,25.446313,81.873277,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Clear,Late Night,22,2,0,3,8,10.0,0.3469,1,0
ACC-PRG-29201,2025-10-03T18:21:00,25.441558,81.834719,Civil Lines,Dense Urban Street,40,1,Low,Clear,Evening Rush,18,4,0,10,23,10.0,0.2971,0,0
ACC-PRG-29202,2025-03-29T21:22:00,25.462174,81.733433,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Rain,Late Night,21,5,1,3,4,10.0,0.43,1,0
ACC-PRG-29203,2026-02-10T03:12:00,25.491331,81.856178,Teliyarganj / MNNIT Area,Local Residential,40,1,Low,Clear,Early Hours,3,1,0,2,15,10.0,0.2981,0,0
ACC-PRG-29204,2025-09-27T14:14:00,25.491509,81.863854,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,Low,Rain,Afternoon Off-Peak,14,5,1,9,14,10.0,0.3428,1,0
ACC-PRG-29205,2026-02-15T03:17:00,25.446498,81.822277,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Moderate,Clear,Early Hours,3,6,1,2,20,10.0,0.2745,1,0
ACC-PRG-29206,2025-03-12T16:18:00,25.443007,81.838756,MG Marg Corridor,State Highway,45,2,Moderate,Clear,Evening Rush,16,2,0,3,28,10.0,0.351,0,0
ACC-PRG-29207,2026-04-08T15:47:00,25.444375,81.824173,Civil Lines,Dense Urban Street,40,2,Moderate,Clear,Afternoon Off-Peak,15,2,0,4,19,10.0,0.2335,0,0
ACC-PRG-29208,2025-09-07T03:41:00,25.454625,81.855222,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Rain,Early Hours,3,6,1,9,17,10.0,0.3468,0,0
ACC-PRG-29209,2026-07-11T17:14:00,25.476994,81.867829,Teliyarganj / MNNIT Area,Local Residential,40,1,High,Rain,Evening Rush,17,5,1,7,1,2.0,0.2428,0,0
ACC-PRG-29210,2026-07-20T09:19:00,25.429844,81.875384,Sangam / Daraganj,Dense Urban Street,30,1,Moderate,Rain,Morning Rush,9,0,0,7,11,10.0,0.3509,0,0
ACC-PRG-29211,2025-06-05T18:23:00,25.471858,81.857235,Katra / Allahabad Univ,Dense Urban Street,30,1,High,Clear,Evening Rush,18,3,0,6,5,7.5,0.3298,0,0
ACC-PRG-29212,2025-11-15T14:11:00,25.526057,81.86934,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Clear,Afternoon Off-Peak,14,5,1,11,16,10.0,0.3597,0,0
ACC-PRG-29213,2026-06-09T21:10:00,25.437799,81.958654,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,High,Dust Storm,Late Night,21,1,0,6,0,0.0,0.2383,0,0
ACC-PRG-29214,2025-07-31T07:42:00,25.475996,81.861724,Katra / Allahabad Univ,Dense Urban Street,30,1,Moderate,Monsoon Overcast,Morning Rush,7,3,0,7,3,6.25,0.2534,0,0
ACC-PRG-29215,2025-05-23T03:28:00,25.438264,81.85078,Rambagh Railway Station Area,Local Residential,30,2,Low,Clear,Early Hours,3,4,0,5,21,10.0,0.2858,1,0
ACC-PRG-29216,2025-05-24T00:21:00,25.464808,81.860579,Katra / Allahabad Univ,Local Residential,30,2,High,Clear,Early Hours,0,5,1,5,8,10.0,0.2122,0,0
ACC-PRG-29217,2025-06-15T22:30:00,25.436968,81.766522,Jhalwa / IIIT-A Corridor,Major Arterial,45,4,Moderate,Rain,Late Night,22,6,1,6,4,8.0,0.3428,0,0
ACC-PRG-29218,2025-01-10T16:04:00,25.520806,81.87066,Phaphamau NH-19 Junction,National Highway,70,4,Low,Dense Fog / Smog,Evening Rush,16,4,0,1,14,10.0,0.4683,0,0
ACC-PRG-29219,2026-04-15T05:27:00,25.423355,81.767032,Jhalwa / IIIT-A Corridor,State Highway,45,4,High,Clear,Early Hours,5,2,0,4,9,10.0,0.2094,0,0
ACC-PRG-29220,2025-02-06T10:38:00,25.504105,81.921323,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,High,Clear,Afternoon Off-Peak,10,3,0,2,6,10.0,0.3543,0,0
ACC-PRG-29221,2026-07-18T04:16:00,25.49638,81.88775,Rambagh Railway Station Area,National Highway,70,6,Low,Monsoon Overcast,Early Hours,4,5,1,7,0,0.0,0.2101,0,0
ACC-PRG-29222,2025-08-12T04:04:00,25.435238,81.7663,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Congested,Clear,Early Hours,4,1,0,8,5,10.0,0.2868,0,0
ACC-PRG-29223,2025-01-12T03:31:00,25.439272,81.832943,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Dense Fog / Smog,Early Hours,3,6,1,1,13,10.0,0.3423,1,0
ACC-PRG-29224,2025-12-29T11:40:00,25.445829,81.82679,Prayagraj Junction (Civil Lines side),Local Residential,25,2,High,Clear,Afternoon Off-Peak,11,0,0,12,23,10.0,0.2891,0,0
ACC-PRG-29225,2025-04-25T14:57:00,25.433245,81.867605,Sangam / Daraganj,Dense Urban Street,30,1,Moderate,Clear,Afternoon Off-Peak,14,4,0,4,5,10.0,0.2897,0,0
ACC-PRG-29226,2025-12-25T09:56:00,25.38625,81.869364,Naini Industrial Area,Major Arterial,50,4,Low,Dense Fog / Smog,Morning Rush,9,3,0,12,7,10.0,0.4768,0,0
ACC-PRG-29227,2025-07-03T01:53:00,25.384558,81.917965,Prayagraj Junction (Civil Lines side),National Highway,70,6,Moderate,Clear,Early Hours,1,3,0,7,0,0.0,0.1528,0,0
ACC-PRG-29228,2025-12-20T14:18:00,25.44238,81.841001,MG Marg Corridor,State Highway,45,2,Moderate,Dense Fog / Smog,Afternoon Off-Peak,14,5,1,12,24,10.0,0.3503,0,0
ACC-PRG-29229,2025-12-18T21:40:00,25.481979,81.997291,GT Road / Bamrauli Corridor,National Highway,80,6,High,Clear,Late Night,21,3,0,12,0,0.0,0.1966,0,0
ACC-PRG-29230,2026-01-18T16:03:00,25.458951,81.861754,Georgetown,Local Residential,35,2,Moderate,Dense Fog / Smog,Evening Rush,16,6,1,1,8,10.0,0.3765,0,0
ACC-PRG-29231,2025-06-01T16:45:00,25.378915,81.8531,Naini Industrial Area,State Highway,50,2,High,Monsoon Overcast,Evening Rush,16,6,1,6,6,10.0,0.4008,0,0
ACC-PRG-29232,2026-01-27T11:07:00,25.456468,81.835739,MG Marg Corridor,Suburban Arterial,45,4,Low,Clear,Afternoon Off-Peak,11,1,0,1,28,10.0,0.2742,1,0
ACC-PRG-29233,2025-11-03T00:14:00,25.456985,81.837811,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,High,Clear,Early Hours,0,0,0,11,25,10.0,0.3038,0,0
ACC-PRG-29234,2026-01-06T22:00:00,25.526191,81.85437,Phaphamau NH-19 Junction,National Highway,70,6,Moderate,Dense Fog / Smog,Late Night,22,1,0,1,8,10.0,0.4528,0,0
ACC-PRG-29235,2026-04-08T04:27:00,25.416035,81.849034,Naini Old Bridge (Yamuna),Bridge / Flyover,35,4,Moderate,Clear,Early Hours,4,2,0,4,13,10.0,0.3399,0,0
ACC-PRG-29236,2025-10-03T12:39:00,25.442526,81.876489,Katra / Allahabad Univ,Suburban Arterial,60,4,Moderate,Clear,Afternoon Off-Peak,12,4,0,10,8,10.0,0.2759,0,0
ACC-PRG-29237,2026-06-26T08:03:00,25.455456,81.7349,GT Road / Bamrauli Corridor,National Highway,65,6,Low,Clear,Morning Rush,8,4,0,6,12,10.0,0.4156,0,0
ACC-PRG-29238,2025-01-13T15:35:00,25.428066,81.89639,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Moderate,Clear,Afternoon Off-Peak,15,0,0,1,7,10.0,0.3268,0,0
ACC-PRG-29239,2025-11-24T07:39:00,25.519709,81.863538,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Morning Rush,7,0,0,11,14,10.0,0.3342,1,0
ACC-PRG-29240,2025-02-14T12:12:00,25.441359,81.826863,MG Marg Corridor,State Highway,45,2,Low,Clear,Afternoon Off-Peak,12,4,0,2,14,10.0,0.2888,0,0
ACC-PRG-29241,2025-03-26T07:10:00,25.542172,81.755644,Civil Lines,Major Arterial,50,2,Moderate,Clear,Morning Rush,7,2,0,3,0,0.0,0.2013,0,0
ACC-PRG-29242,2025-09-06T09:35:00,25.494867,81.942868,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,4,Moderate,Rain,Morning Rush,9,5,1,9,0,0.0,0.319,0,0
ACC-PRG-29243,2025-04-19T04:56:00,25.527029,81.854693,Phaphamau NH-19 Junction,National Highway,70,6,Low,Clear,Early Hours,4,5,1,4,7,10.0,0.4058,0,0
ACC-PRG-29244,2025-05-12T16:11:00,25.431402,81.887972,Sangam / Daraganj,Dense Urban Street,30,1,Moderate,Clear,Evening Rush,16,0,0,5,10,10.0,0.3628,0,0
ACC-PRG-29245,2025-03-02T08:54:00,25.390996,81.722797,Shastri Bridge (Ganga),National Highway,80,4,High,Clear,Morning Rush,8,6,1,3,0,0.0,0.2305,0,0
ACC-PRG-29246,2025-01-10T21:52:00,25.501927,81.786915,Katra / Allahabad Univ,National Highway,70,6,Moderate,Clear,Late Night,21,4,0,1,0,0.0,0.1898,0,0
ACC-PRG-29247,2025-09-16T15:36:00,25.435484,81.777789,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Moderate,Monsoon Overcast,Afternoon Off-Peak,15,1,0,9,5,10.0,0.2175,0,0
ACC-PRG-29248,2025-08-09T19:27:00,25.429455,81.826656,Kareli Urban Zone,Dense Urban Street,30,1,Moderate,Clear,Evening Rush,19,5,1,8,14,10.0,0.2942,0,0
ACC-PRG-29249,2025-08-19T05:18:00,25.441949,81.847134,Rambagh Railway Station Area,Local Residential,30,1,High,Rain,Early Hours,5,1,0,8,23,10.0,0.4032,0,0
ACC-PRG-29250,2025-08-23T18:48:00,25.4424,81.862352,Georgetown,Local Residential,35,1,Moderate,Rain,Evening Rush,18,5,1,8,18,10.0,0.3487,0,0
ACC-PRG-29251,2025-11-19T00:09:00,25.381167,81.995339,GT Road / Bamrauli Corridor,Local Residential,40,1,Low,Clear,Early Hours,0,2,0,11,0,0.0,0.1092,0,0
ACC-PRG-29252,2026-04-13T14:55:00,25.451331,81.758945,GT Road / Bamrauli Corridor,National Highway,65,4,High,Clear,Afternoon Off-Peak,14,0,0,4,0,0.0,0.1802,0,0
